Transaction_Date,Transaction_Time,Customer_ID,Customer_Type,Transaction_Type,Transaction_Amount,Is_Fraudulent
2023-12-07,09:49:10,9983,Standard,Online,17.89,0
2023-07-28,02:02:38,12355,Premium,Online,64.23,0
2023-05-16,16:34:35,27215,Basic,POS,45.07,0
2023-08-31,22:27:16,24889,Standard,POS,113.33,0
2023-09-05,06:48:36,37215,Standard,Online,37.15,0
2023-07-12,12:05:00,19136,Premium,Online,169.31,0
2023-05-25,01:31:21,13134,Basic,ATM,20.0,0
2023-07-31,00:33:37,44133,Standard,ATM,57.22,0
2023-10-28,20:11:51,28238,Standard,ATM,96.81,0
2023-10-15,12:11:12,12243,Premium,Online,481.51,0
2023-01-08,13:45:01,4589,Standard,Online,155.73,0
2023-03-17,08:47:31,20525,Standard,Online,10.56,0
2023-10-06,09:13:02,2867,Standard,Online,187.05,0
2023-02-08,09:43:42,5968,Premium,Online,87.43,0
2023-04-19,07:15:00,1240,Standard,POS,10.0,0
2023-04-15,01:38:31,43908,Premium,ATM,59.19,0
2023-07-23,19:03:57,28324,Premium,Online,170.0,0
2023-10-31,14:06:07,29870,Basic,Online,57.05,0
2023-02-28,12:40:29,3938,Standard,Online,13.64,0
2023-09-09,06:52:40,15508,Standard,ATM,75.9,0
2023-09-05,14:42:24,38722,Standard,ATM,21.75,1
2023-11-12,20:27:22,26929,Premium,Online,19.97,0
2023-11-02,04:13:30,6183,Standard,Online,10.0,0
2023-04-29,10:33:45,44966,Standard,ATM,22.64,1
2023-03-27,17:48:00,32469,Premium,POS,859.01,0
2023-08-18,14:57:32,23422,Standard,Online,23.62,0
2023-10-24,07:50:16,14554,Standard,Online,98.44,0
2023-02-23,06:31:28,43319,Premium,ATM,2643.14,0
2023-11-13,06:29:14,28243,Basic,ATM,49.03,0
2023-02-20,20:29:47,26106,Basic,Online,40.85,1
2023-10-16,17:21:07,2188,Premium,Online,986.85,0
2023-01-22,11:47:45,2514,Standard,Online,10.0,0
2023-06-19,20:35:58,9116,Basic,Online,13.78,0
2023-08-30,21:56:02,2111,Premium,Online,459.34,0
2023-07-17,10:35:16,3389,Basic,Online,42.95,0
2023-10-14,23:18:36,5056,Premium,Online,21.83,0
2023-03-18,03:56:11,29855,Basic,Online,10.0,0
2023-08-17,18:11:07,1739,Standard,Online,50.97,0
2023-09-24,16:27:55,15260,Standard,Online,659.84,1
2023-01-02,10:30:52,13748,Premium,Online,123.23,0
2023-04-24,09:11:48,16317,Premium,Online,301.33,0
2023-07-23,00:52:57,13815,Premium,Online,3166.5,0
2023-03-18,22:30:35,36482,Standard,ATM,32.63,0
2023-09-28,05:10:01,2753,Basic,ATM,14.05,0
2023-03-31,05:34:51,12908,Standard,Online,104.38,0
2023-07-25,21:08:46,28030,Premium,Online,259.13,0
2023-10-14,16:08:26,7661,Standard,Online,144.55,0
2023-08-01,15:28:31,12416,Standard,POS,33.72,0
2023-10-03,19:09:10,5262,Standard,ATM,23.88,0
2023-08-17,09:01:35,6749,Standard,ATM,25.32,0
2023-01-21,23:23:01,4749,Basic,Online,10.31,0
2023-02-03,22:40:34,9846,Basic,POS,12.49,0
2023-08-07,18:48:47,38524,Standard,POS,209.64,0
2023-08-15,00:39:55,45213,Standard,Online,94.68,0
2023-03-25,10:29:26,45262,Standard,Online,10.0,0
2023-01-26,14:24:24,18979,Premium,Online,385.79,0
2023-07-27,19:17:09,29914,Standard,Online,13.37,0
2023-03-06,07:25:16,12422,Premium,Online,3203.56,0
2023-11-23,13:43:52,14786,Premium,Online,318.38,0
2023-03-12,06:12:32,22735,Basic,Online,10.0,0
2023-07-30,16:12:15,36511,Premium,Online,16.62,0
2023-02-15,06:59:10,6650,Standard,Online,89.03,0
2023-04-23,09:03:42,28865,Basic,Online,18.32,0
2023-04-09,08:05:43,15285,Standard,Online,42.18,0
2023-04-29,18:35:02,19376,Standard,Online,677.37,0
2023-05-29,13:24:16,41636,Premium,Online,52.01,0
2023-12-27,02:03:43,40805,Basic,POS,92.14,0
2023-12-14,13:00:51,42840,Basic,Online,10.0,1
2023-10-24,18:18:30,8496,Standard,POS,73.36,0
2023-05-09,21:21:19,20724,Premium,POS,3008.88,0
2023-07-20,19:54:31,24475,Premium,Online,668.15,0
2023-08-06,21:08:32,21822,Premium,POS,236.74,1
2023-04-20,22:29:21,35830,Premium,Online,159.64,0
2023-11-22,05:31:00,22341,Standard,Online,106.85,0
2023-11-02,09:13:51,2884,Standard,Online,137.39,0
2023-04-05,20:32:00,16813,Premium,Online,18.55,0
2023-06-21,07:51:25,6175,Standard,Online,733.7,0
2023-08-04,19:57:50,36992,Basic,Online,22.36,1
2023-05-29,01:46:19,32602,Premium,ATM,51.76,0
2023-02-05,11:03:01,16180,Premium,POS,223.6,0
2023-12-18,13:46:42,32113,Premium,POS,490.3,0
2023-12-28,04:09:47,31558,Basic,Online,107.63,0
2023-11-16,12:48:40,33699,Standard,Online,35.69,0
2023-10-04,22:44:17,47388,Basic,Online,59.88,0
2023-09-21,11:50:51,36265,Standard,Online,88.25,0
2023-03-30,04:05:54,38280,Standard,ATM,109.3,0
2023-09-30,22:56:10,45765,Premium,Online,131.34,0
2023-12-08,09:50:45,22265,Standard,Online,46.88,0
2023-07-22,09:55:45,41704,Basic,Online,18.64,0
2023-12-13,11:05:56,43145,Premium,Online,399.16,0
2023-10-06,19:18:28,41081,Premium,ATM,51.33,0
2023-03-04,11:17:07,33287,Premium,POS,658.27,0
2023-12-09,02:34:38,24857,Standard,ATM,15.23,0
2023-03-31,07:15:20,36210,Basic,POS,22.23,1
2023-12-25,11:43:57,37460,Premium,ATM,50.22,0
2023-12-29,01:30:38,2800,Standard,Online,83.27,0
2023-12-10,17:32:55,38473,Premium,ATM,75.02,0
2023-01-04,17:04:10,46100,Standard,Online,92.34,0
2023-01-27,01:53:46,40541,Standard,Online,72.91,0
2023-09-04,16:45:13,1768,Premium,Online,45.16,0
2023-05-23,04:36:03,35157,Standard,Online,10.0,0
2023-06-16,09:45:25,13324,Premium,Online,156.47,0
2023-11-03,16:50:27,49879,Basic,POS,81.13,1
2023-02-05,13:29:08,49157,Standard,Online,104.68,0
2023-03-06,10:50:04,30502,Premium,POS,343.08,0
2023-08-07,08:53:37,38428,Basic,ATM,10.0,0
2023-02-18,05:34:15,38644,Standard,Online,51.35,0
2023-02-16,16:14:52,27409,Premium,Online,6965.87,0
2023-08-07,14:34:18,4110,Premium,Online,2827.77,0
2023-04-23,08:19:39,32100,Standard,Online,43.83,0
2023-03-16,06:17:18,19134,Standard,Online,41.28,0
2023-06-16,13:36:51,33430,Basic,POS,10.68,0
2023-07-09,04:56:03,40050,Standard,Online,34.59,0
2023-01-20,05:35:48,41334,Standard,ATM,90.01,0
2023-07-23,08:39:59,45654,Premium,ATM,145.97,0
2023-01-30,18:09:24,32149,Standard,ATM,17.48,0
2023-01-06,18:13:57,3695,Standard,Online,304.22,0
2023-07-13,23:35:17,14610,Standard,Online,165.8,0
2023-09-26,06:20:28,30220,Standard,Online,11.95,0
2023-12-08,23:10:33,3604,Standard,ATM,10.0,0
2023-09-18,14:38:17,7803,Standard,Online,339.02,0
2023-03-02,16:37:49,10515,Standard,Online,27.35,0
2023-01-30,03:48:25,11378,Premium,Online,826.02,0
2023-11-03,15:45:37,28080,Standard,Online,29.32,0
2023-04-20,07:42:59,39398,Basic,Online,11.8,0
2023-06-02,23:24:08,28866,Premium,ATM,878.91,0
2023-12-01,05:25:53,38564,Standard,POS,578.21,0
2023-07-27,21:39:48,19942,Premium,Online,459.82,0
2023-07-13,00:51:37,18721,Standard,ATM,149.73,0
2023-11-15,18:14:46,21936,Premium,ATM,172.05,0
2023-02-26,16:55:55,15744,Standard,ATM,16.27,0
2023-07-04,04:11:34,31888,Standard,Online,112.43,0
2023-04-16,10:59:19,20553,Premium,Online,107.5,0
2023-04-16,05:19:55,22747,Premium,ATM,160.86,0
2023-09-19,07:13:02,13512,Basic,Online,30.69,0
2023-01-27,20:50:27,29090,Premium,ATM,146.87,0
2023-06-24,22:44:55,21748,Premium,Online,363.58,0
2023-01-25,06:45:30,41655,Premium,Online,1143.46,0
2023-06-13,06:20:01,24094,Standard,Online,95.05,0
2023-03-17,13:14:23,44024,Standard,Online,62.8,0
2023-05-08,17:04:47,8074,Basic,ATM,33.98,0
2023-05-19,13:47:42,37540,Standard,POS,59.51,0
2023-10-23,19:41:48,12382,Standard,Online,21.56,0
2023-07-09,22:25:42,22814,Standard,Online,34.35,0
2023-12-30,18:22:06,40303,Premium,Online,27.95,0
2023-07-24,20:48:38,6413,Standard,ATM,49.43,0
2023-07-31,02:54:44,47132,Basic,ATM,10.0,0
2023-01-04,22:26:57,6557,Premium,Online,7352.01,0
2023-06-17,06:07:40,31943,Premium,Online,299.78,0
2023-02-03,03:04:52,3942,Standard,Online,30.25,1
2023-11-29,21:47:35,16068,Premium,ATM,65.61,0
2023-08-28,06:28:26,25132,Standard,Online,143.71,0
2023-06-07,07:51:54,24235,Standard,POS,197.19,0
2023-10-09,21:33:32,31328,Standard,Online,100.56,0
2023-09-10,08:55:19,31612,Premium,ATM,83.46,0
2023-06-17,13:09:51,36689,Premium,Online,96.6,0
2023-04-05,10:45:38,30390,Standard,Online,186.69,0
2023-06-02,14:34:36,17688,Standard,Online,63.88,0
2023-01-16,22:45:10,26633,Premium,ATM,292.07,0
2023-02-16,23:49:20,9551,Basic,POS,21.7,0
2023-12-08,22:39:50,47220,Standard,Online,119.72,0
2023-03-16,07:05:16,49547,Premium,Online,2153.04,0
2023-07-16,18:06:23,41754,Standard,POS,23.41,0
2023-05-01,10:07:26,49380,Standard,Online,26.74,0
2023-03-21,02:07:07,2708,Standard,ATM,27.66,0
2023-01-30,21:32:04,29734,Standard,POS,298.08,0
2023-09-11,14:58:47,32592,Premium,Online,774.27,0
2023-11-05,07:55:26,3560,Standard,POS,142.73,0
2023-10-02,04:53:04,27555,Basic,ATM,13.3,0
2023-11-29,05:32:05,41588,Premium,Online,269.34,0
2023-12-03,02:58:51,41081,Standard,ATM,14.72,0
2023-06-16,09:30:37,37422,Standard,Online,88.53,0
2023-06-18,06:31:08,41546,Premium,Online,2134.07,0
2023-04-09,21:53:50,38301,Premium,Online,195.36,0
2023-06-23,15:05:01,44190,Premium,Online,114.29,0
2023-06-20,09:23:04,18762,Standard,POS,60.18,0
2023-12-18,12:58:55,21800,Basic,Online,45.08,1
2023-10-06,18:29:05,16350,Premium,Online,965.91,0
2023-11-22,02:31:11,29483,Premium,Online,543.98,0
2023-12-27,19:01:05,30965,Standard,POS,70.05,0
2023-09-17,04:56:54,35612,Standard,POS,71.76,0
2023-08-03,03:27:00,42287,Standard,POS,76.03,0
2023-01-30,09:43:57,9052,Standard,POS,85.39,1
2023-11-08,06:03:50,41583,Premium,Online,758.2,0
2023-09-01,07:01:58,37247,Premium,Online,59.0,0
2023-09-26,04:53:48,5170,Standard,Online,50.36,0
2023-05-23,07:43:28,5240,Standard,POS,59.51,0
2023-08-10,07:47:47,2771,Standard,ATM,109.6,0
2023-04-12,04:04:20,25905,Basic,Online,19.94,0
2023-07-20,22:04:04,24161,Premium,POS,1641.03,0
2023-11-04,01:25:56,40903,Premium,Online,1149.78,0
2023-05-08,21:49:05,10933,Standard,Online,30.06,0
2023-01-23,23:50:56,16953,Premium,Online,634.19,0
2023-09-03,18:39:12,19098,Standard,Online,80.96,0
2023-01-19,19:21:30,23888,Basic,Online,10.0,0
2023-03-30,14:06:46,9545,Standard,Online,29.58,0
2023-08-29,20:37:26,31596,Standard,Online,18.23,0
2023-08-10,14:47:09,16775,Standard,POS,316.59,1
2023-12-16,03:06:34,16223,Standard,Online,10.0,0
2023-02-10,01:07:55,27269,Premium,ATM,138.61,0
2023-12-27,18:10:03,39708,Basic,ATM,19.35,0
2023-08-03,01:56:38,42108,Premium,Online,5665.24,0
2023-06-16,17:26:43,14382,Standard,POS,67.14,0
2023-06-08,05:26:34,32995,Standard,Online,84.75,0
2023-01-26,10:18:15,9982,Premium,POS,344.35,0
2023-11-25,23:35:10,6101,Basic,Online,18.14,0
2023-06-08,18:31:44,17376,Standard,POS,47.95,1
2023-06-25,01:21:48,35006,Standard,Online,45.63,0
2023-02-06,03:48:31,27533,Standard,Online,51.82,0
2023-04-09,08:32:10,21165,Premium,Online,558.13,0
2023-05-20,06:01:38,10768,Basic,Online,39.13,0
2023-06-10,16:57:21,18664,Premium,Online,52.04,0
2023-01-14,03:32:37,8398,Standard,ATM,148.93,0
2023-10-17,01:23:01,37999,Premium,Online,1107.13,0
2023-04-04,06:47:23,41629,Standard,Online,35.58,0
2023-11-11,16:51:20,16029,Standard,Online,482.15,0
2023-04-12,12:55:25,13685,Premium,ATM,795.72,0
2023-05-08,09:27:03,35253,Premium,Online,2067.83,0
2023-06-14,09:40:26,37777,Standard,Online,64.8,0
2023-05-28,12:22:21,49148,Standard,Online,170.11,0
2023-02-14,19:56:29,43431,Standard,Online,10.64,0
2023-08-17,21:17:34,12183,Standard,ATM,12.41,0
2023-02-06,07:05:14,32736,Basic,POS,141.08,0
2023-07-25,22:08:41,13093,Standard,Online,229.73,0
2023-11-21,20:17:58,43405,Standard,Online,119.67,0
2023-03-09,06:51:27,35806,Basic,ATM,10.0,0
2023-04-18,14:02:48,28501,Premium,ATM,329.19,0
2023-02-10,23:02:00,1916,Premium,ATM,398.1,0
2023-04-05,16:00:40,37418,Basic,Online,26.71,0
2023-11-16,11:50:08,22563,Premium,POS,126.17,0
2023-09-21,20:49:58,36896,Standard,ATM,10.0,1
2023-06-09,08:01:46,47791,Basic,ATM,16.88,0
2023-09-15,02:27:13,43829,Standard,Online,16.15,0
2023-08-23,18:37:38,25796,Standard,Online,27.71,0
2023-06-03,21:54:05,35726,Premium,Online,14.38,0
2023-06-06,08:03:39,24927,Standard,Online,10.0,0
2023-02-27,13:13:49,7572,Standard,ATM,165.79,0
2023-12-26,12:28:44,24571,Premium,POS,149.96,0
2023-04-19,06:51:36,42770,Standard,ATM,23.24,0
2023-04-23,04:48:34,26704,Standard,POS,10.0,0
2023-11-08,09:46:24,4339,Premium,POS,2523.11,0
2023-11-02,06:09:47,47102,Premium,ATM,118.98,0
2023-06-20,20:05:28,44543,Premium,Online,118.8,0
2023-07-26,04:47:57,36878,Basic,Online,21.97,0
2023-10-15,19:04:02,42281,Premium,POS,1027.24,0
2023-11-22,17:33:07,12117,Standard,Online,29.4,0
2023-08-11,15:57:49,34492,Basic,Online,34.0,1
2023-04-28,15:03:58,19834,Standard,ATM,34.85,1
2023-07-05,06:56:16,47138,Premium,Online,3010.68,0
2023-09-22,06:45:26,4766,Basic,Online,10.0,0
2023-12-13,09:11:36,7035,Premium,Online,402.06,0
2023-09-21,06:57:11,29843,Standard,Online,77.59,0
2023-04-28,23:20:05,18504,Basic,ATM,10.0,0
2023-04-13,23:20:50,42250,Basic,ATM,11.51,0
2023-07-10,22:21:58,44561,Standard,Online,82.88,0
2023-05-04,10:16:13,29369,Standard,POS,80.59,0
2023-10-09,07:59:19,20182,Premium,Online,1340.19,0
2023-12-11,06:16:59,19261,Standard,ATM,83.47,0
2023-03-15,17:55:38,20853,Premium,Online,503.49,0
2023-02-17,09:54:10,34993,Standard,Online,20.09,0
2023-06-07,05:10:00,25538,Premium,Online,184.81,0
2023-03-30,16:05:14,14820,Premium,Online,1138.88,0
2023-06-09,18:04:43,49197,Standard,Online,241.32,0
2023-11-15,20:56:10,35612,Standard,ATM,19.22,0
2023-07-20,06:03:47,47285,Standard,Online,409.07,0
2023-08-10,18:09:11,3016,Premium,Online,513.61,0
2023-05-18,08:17:08,1213,Premium,Online,21.72,0
2023-10-27,14:28:15,7951,Standard,ATM,365.58,0
2023-02-01,16:09:33,27326,Standard,Online,55.66,0
2023-05-06,04:01:40,47113,Premium,Online,249.26,0
2023-12-14,17:43:38,2839,Basic,POS,10.96,0
2023-07-30,17:29:38,39226,Premium,Online,50.67,1
2023-11-20,03:07:42,15272,Premium,Online,342.51,0
2023-03-09,07:16:53,31372,Premium,Online,245.7,0
2023-08-07,01:07:38,7336,Premium,ATM,223.4,0
2023-03-05,06:34:21,17559,Standard,POS,137.52,0
2023-04-28,22:20:56,49882,Standard,POS,24.42,0
2023-10-26,00:44:51,48424,Premium,Online,171.26,0
2023-08-23,12:28:41,18965,Basic,Online,24.21,0
2023-11-27,09:52:17,13968,Standard,ATM,25.52,1
2023-05-14,09:36:11,9272,Premium,Online,731.48,0
2023-08-17,16:04:55,32864,Premium,POS,1258.37,0
2023-08-23,05:44:43,45445,Basic,Online,11.74,0
2023-02-27,12:34:16,2789,Basic,Online,10.76,0
2023-01-16,10:53:03,19302,Basic,Online,12.92,0
2023-04-10,01:50:38,9091,Standard,Online,166.56,0
2023-09-09,09:49:21,12354,Premium,Online,240.19,0
2023-02-15,23:50:39,41310,Standard,Online,27.41,0
2023-08-19,14:07:28,27022,Standard,Online,48.52,0
2023-08-28,02:26:00,29412,Premium,Online,118.33,0
2023-12-02,21:52:09,33323,Premium,Online,154.03,0
2023-10-07,00:46:46,41955,Standard,Online,13.64,0
2023-11-28,03:05:56,25685,Premium,POS,213.68,0
2023-02-14,14:16:37,18585,Basic,POS,73.24,0
2023-09-09,23:42:07,43549,Standard,Online,30.1,0
2023-11-05,19:05:35,30336,Standard,Online,77.0,0
2023-10-11,03:16:37,20233,Basic,Online,25.27,0
2023-07-04,00:01:32,2895,Standard,Online,494.62,0
2023-11-25,14:15:20,42309,Premium,Online,346.72,0
2023-02-06,03:20:11,32853,Premium,ATM,281.22,0
2023-10-25,09:59:26,49616,Standard,Online,10.0,0
2023-06-13,04:12:38,32077,Premium,ATM,286.75,0
2023-11-05,14:07:56,23070,Premium,Online,170.34,0
2023-09-17,07:35:09,49755,Standard,Online,122.4,0
2023-07-21,10:33:15,8506,Standard,Online,204.19,0
2023-07-17,00:46:26,19955,Standard,POS,196.98,0
2023-07-29,21:39:23,3457,Premium,POS,654.9,0
2023-03-23,04:13:24,45766,Standard,POS,79.75,0
2023-10-03,13:19:55,30540,Premium,Online,53.27,0
2023-10-12,14:24:12,33215,Standard,Online,14.15,0
2023-05-27,09:16:47,10404,Premium,POS,398.26,0
2023-09-08,15:45:26,23930,Premium,POS,261.32,0
2023-07-01,18:16:49,32843,Standard,Online,443.51,0
2023-06-21,08:38:41,7332,Basic,Online,15.35,0
2023-08-15,14:15:20,32724,Standard,Online,28.85,0
2023-08-09,10:42:47,36399,Basic,Online,10.0,0
2023-05-08,03:20:59,4812,Standard,Online,143.26,0
2023-04-21,07:26:36,3876,Standard,Online,188.52,0
2023-10-22,16:14:46,38771,Premium,ATM,2051.58,0
2023-09-11,15:41:30,34145,Standard,POS,41.46,0
2023-12-26,04:08:10,48126,Standard,Online,99.71,0
2023-10-01,09:43:25,30969,Standard,ATM,172.12,0
2023-02-12,13:54:57,23013,Standard,Online,32.58,0
2023-07-30,23:30:39,5677,Standard,ATM,124.57,0
2023-03-12,00:05:15,47023,Standard,POS,33.7,0
2023-09-15,22:23:17,8491,Standard,POS,262.08,0
2023-02-05,20:47:05,49577,Basic,ATM,10.0,0
2023-08-29,08:11:26,24241,Standard,Online,279.57,0
2023-05-09,21:00:30,43005,Standard,Online,57.79,0
2023-12-09,00:59:58,29651,Premium,Online,435.99,0
2023-10-02,05:38:18,27483,Standard,Online,172.65,1
2023-01-23,04:43:09,42795,Basic,Online,10.0,0
2023-04-24,23:04:12,43211,Premium,Online,4316.7,0
2023-10-27,09:09:40,14256,Standard,Online,52.58,0
2023-08-18,13:39:22,29990,Standard,Online,228.8,0
2023-04-17,12:54:03,45997,Premium,POS,857.9,0
2023-02-07,21:35:52,11050,Premium,ATM,123.04,0
2023-04-08,20:32:04,8155,Standard,Online,94.34,0
2023-12-12,15:15:43,12752,Premium,Online,246.27,0
2023-03-22,00:29:56,41144,Standard,Online,13.78,0
2023-12-20,08:27:08,1171,Standard,Online,82.98,0
2023-09-15,11:57:27,16031,Standard,ATM,354.55,1
2023-01-18,02:12:12,42921,Basic,POS,201.01,0
2023-04-01,19:51:06,10695,Premium,Online,726.88,0
2023-05-13,11:41:57,40996,Premium,Online,58.71,0
2023-11-15,00:38:11,43174,Standard,Online,100.73,0
2023-01-22,03:09:27,49994,Basic,POS,81.32,0
2023-04-13,21:34:56,16421,Standard,ATM,15.59,0
2023-02-02,06:33:09,10943,Basic,ATM,10.0,1
2023-09-26,09:46:52,2254,Standard,POS,16.99,1
2023-10-03,08:41:44,14118,Standard,POS,91.71,0
2023-05-10,06:40:24,29466,Standard,Online,25.31,0
2023-09-23,22:34:43,42539,Standard,Online,34.93,0
2023-08-24,01:54:33,37320,Basic,Online,22.35,0
2023-10-09,19:00:00,26560,Standard,POS,128.26,0
2023-10-16,05:55:22,45597,Basic,ATM,10.63,0
2023-05-14,07:51:24,8406,Standard,POS,203.8,0
2023-07-05,15:18:54,20880,Standard,Online,201.79,0
2023-05-29,13:54:38,17041,Standard,Online,326.94,0
2023-07-04,21:59:25,43640,Premium,Online,53.76,0
2023-03-12,11:19:02,4640,Standard,POS,183.61,0
2023-09-24,12:55:32,15837,Standard,Online,68.02,0
2023-08-30,16:19:49,47301,Standard,Online,83.86,0
2023-10-07,23:31:24,21326,Standard,POS,66.9,0
2023-10-21,19:46:14,17149,Premium,POS,209.52,0
2023-07-10,18:16:40,1916,Standard,Online,10.28,0
2023-02-12,15:48:25,29540,Premium,POS,816.28,0
2023-02-13,23:29:02,5705,Premium,Online,315.25,0
2023-11-05,15:50:41,7842,Standard,POS,15.87,0
2023-04-25,05:10:49,22997,Premium,POS,227.83,0
2023-11-15,09:12:59,40552,Premium,POS,281.62,0
2023-09-05,04:39:43,1991,Premium,POS,406.26,0
2023-09-05,07:44:59,1734,Premium,POS,8047.48,0
2023-09-11,06:03:39,47883,Standard,ATM,122.18,0
2023-03-16,20:47:21,27736,Premium,ATM,109.76,0
2023-07-26,05:33:35,26524,Basic,Online,79.12,0
2023-04-21,13:03:37,6644,Basic,POS,11.63,0
2023-01-02,19:22:17,42911,Standard,Online,10.0,0
2023-08-29,09:58:24,1621,Standard,Online,186.18,0
2023-09-13,16:14:20,6925,Premium,Online,235.05,0
2023-12-24,05:35:00,11410,Basic,POS,10.0,0
2023-03-01,17:51:16,46883,Basic,POS,16.09,1
2023-05-05,17:48:43,5174,Premium,Online,10.0,0
2023-05-13,06:47:29,18999,Basic,Online,10.0,0
2023-05-23,19:29:20,13706,Standard,Online,31.49,0
2023-12-05,05:50:14,16787,Basic,Online,10.63,0
2023-07-07,12:56:36,44782,Standard,ATM,194.79,0
2023-09-15,06:48:26,43807,Standard,POS,41.26,0
2023-12-27,18:29:24,39452,Standard,Online,82.31,0
2023-01-28,22:45:15,24038,Standard,Online,27.89,0
2023-08-06,12:02:58,46098,Premium,ATM,113.2,0
2023-01-07,04:35:54,38442,Premium,ATM,250.28,0
2023-02-27,07:38:48,33203,Standard,Online,110.66,0
2023-05-02,04:11:54,22988,Standard,Online,112.52,0
2023-08-07,21:21:00,12109,Basic,Online,10.0,0
2023-10-07,19:11:03,6508,Standard,POS,1352.03,0
2023-03-24,23:05:23,5062,Standard,Online,20.71,0
2023-12-18,10:13:30,1003,Standard,Online,36.69,0
2023-11-29,19:18:14,46682,Premium,Online,58.64,0
2023-11-18,03:49:14,14607,Basic,POS,10.0,0
2023-04-16,10:01:29,38187,Premium,Online,1198.78,0
2023-12-07,16:07:33,10422,Standard,ATM,10.5,0
2023-01-21,09:31:31,36270,Premium,POS,395.69,0
2023-05-21,21:03:51,14590,Standard,Online,48.38,0
2023-03-31,00:32:24,5403,Premium,Online,30.59,0
2023-11-20,12:29:46,25011,Standard,Online,23.48,0
2023-11-29,16:44:31,35908,Standard,ATM,13.43,0
2023-01-19,11:52:38,46817,Standard,Online,40.11,0
2023-05-14,00:41:39,22340,Standard,Online,52.47,0
2023-01-28,17:31:04,24713,Premium,Online,355.77,0
2023-07-07,19:19:48,31966,Basic,POS,36.96,0
2023-02-14,13:19:34,22893,Standard,ATM,28.8,0
2023-01-19,06:53:20,37158,Basic,Online,106.11,0
2023-06-14,16:59:48,11208,Standard,Online,81.12,0
2023-06-28,08:19:22,26006,Standard,ATM,47.78,0
2023-08-01,14:48:04,6316,Basic,Online,10.0,0
2023-10-17,08:13:26,49110,Standard,Online,70.74,0
2023-10-15,01:40:42,36859,Standard,POS,151.11,0
2023-09-06,13:24:47,34416,Standard,Online,172.89,0
2023-03-14,04:33:52,35541,Standard,Online,28.82,0
2023-04-03,22:22:00,8125,Standard,Online,49.14,0
2023-08-08,08:56:47,34706,Basic,Online,85.19,1
2023-12-27,15:59:00,31136,Standard,Online,127.42,0
2023-11-13,07:24:54,41198,Basic,Online,26.74,1
2023-08-22,15:53:41,27659,Standard,Online,10.0,0
2023-06-10,20:09:37,14118,Premium,POS,209.28,0
2023-09-15,13:01:58,28588,Standard,Online,67.31,0
2023-01-25,05:36:52,12473,Standard,Online,75.95,0
2023-08-10,19:54:35,27440,Premium,Online,34.87,0
2023-04-29,15:54:08,35475,Premium,POS,1389.15,0
2023-11-24,09:45:16,9738,Standard,ATM,251.03,0
2023-06-27,06:30:59,32522,Standard,Online,14.58,0
2023-01-19,01:03:57,7958,Standard,ATM,37.15,1
2023-06-09,19:52:01,22990,Basic,ATM,23.07,1
2023-04-16,00:32:35,14887,Standard,POS,100.31,0
2023-02-24,02:27:22,48544,Premium,ATM,461.64,0
2023-09-04,10:23:42,48972,Standard,Online,44.89,0
2023-05-03,22:05:18,49971,Premium,ATM,60.45,0
2023-12-03,06:20:00,34637,Standard,ATM,300.46,0
2023-06-05,23:47:36,8276,Premium,POS,384.05,0
2023-02-05,05:03:48,10949,Basic,POS,19.85,0
2023-12-12,06:12:02,19855,Standard,ATM,163.11,0
2023-10-15,08:41:54,41869,Standard,ATM,13.73,0
2023-09-07,22:41:42,16136,Standard,Online,10.0,0
2023-07-07,19:07:48,33081,Standard,ATM,44.86,0
2023-09-29,11:34:10,26450,Basic,Online,11.98,0
2023-04-17,10:49:50,27121,Standard,Online,26.05,0
2023-11-08,05:29:18,19867,Standard,Online,79.13,0
2023-03-10,12:30:43,34337,Standard,Online,61.78,0
2023-05-27,19:53:53,40438,Basic,POS,114.7,0
2023-01-04,02:02:10,1324,Premium,Online,1926.33,0
2023-12-13,07:45:48,37211,Premium,ATM,412.88,0
2023-10-02,11:10:59,39821,Premium,Online,1014.91,0
2023-07-12,02:34:11,31691,Premium,Online,433.65,0
2023-01-09,13:22:28,22017,Basic,Online,28.61,0
2023-05-21,16:31:23,12381,Standard,Online,194.75,0
2023-07-20,21:40:49,37461,Standard,Online,46.14,0
2023-04-14,18:08:47,22722,Basic,Online,10.0,0
2023-07-07,20:43:54,41358,Premium,POS,191.69,0
2023-04-15,07:06:26,34341,Standard,Online,124.69,0
2023-09-28,01:19:13,38435,Premium,Online,73.2,0
2023-02-13,13:05:07,46350,Basic,Online,30.29,0
2023-09-29,06:39:00,29652,Premium,ATM,773.65,0
2023-12-08,18:27:22,23499,Standard,ATM,635.6,0
2023-07-08,14:08:52,19710,Premium,Online,1639.5,0
2023-06-03,03:17:53,34566,Standard,Online,48.06,0
2023-10-17,11:46:08,11337,Basic,Online,10.31,0
2023-08-27,05:14:34,31135,Standard,Online,39.21,0
2023-05-22,09:10:03,26646,Standard,Online,15.77,0
2023-08-25,19:20:39,16523,Premium,ATM,1059.57,1
2023-03-15,02:12:08,32760,Standard,POS,93.57,0
2023-04-23,04:07:36,38422,Premium,Online,139.49,0
2023-07-10,21:46:41,31845,Standard,Online,29.14,0
2023-08-24,22:45:30,49987,Standard,Online,74.25,0
2023-02-26,16:10:06,2808,Premium,Online,168.47,0
2023-03-03,19:55:48,48159,Standard,Online,47.04,0
